[11100, 20604, 28515, 28533, 31680, 41190, 23763, 3168, 22182, 6354, 3, 9507, 17433, 33264, 30099, 19008]
[1593, 30100, 25392, 12672, 28534, 20592, 20605, 34848, 39600, 31098, 4, 14286, 38022, 28516, 19009, 31686]
[3169, 1594, 22183, 41184, 39601, 11101, 26931, 3198, 9508, 19010, 38016, 33265, 31681, 9516, 38023, 36435]
[26932, 22184, 31099, 12673, 20606, 25359, 23764, 23790, 3199, 25393, 19011, 41191, 28517, 36436, 9509, 22179]
[9517, 11102, 28535, 7944, 31682, 38024, 22180, 20593, 41192, 23791, 12674, 1595, 30101, 25360, 36437, 17434]
[9518, 20616, 12675, 41185, 7945, 25361, 23792, 12696, 41193, 17435, 3200, 33266, 36432, 22206, 6355, 11118]
[15840, 9510, 25380, 6345, 36433, 25394, 23765, 38028, 30102, 23811, 26933, 1602, 31687, 12676, 41194, 31689]
[14287, 1603, 36447, 36434, 6356, 3216, 34849, 19012, 28569, 3170, 38029, 5, 7946, 11119, 11088, 20617]
[28570, 17436, 7962, 12677, 25446, 3217, 31688, 11120, 22207, 28518, 9511, 31690, 38030, 31100, 41186, 12697]
[12684, 6346, 25381, 14288, 38046, 6357, 23766, 11089, 9525, 26940, 3171, 12698, 34850, 28519, 33270, 39602]
[34851, 23812, 41195, 14304, 7963, 11090, 9526, 19013, 6347, 3218, 23767, 31701, 1604, 6358, 31691, 38017]
[33271, 36448, 41187, 31692, 17437, 9527, 3231, 22181, 39603, 6351, 11106, 38018, 11121, 34852, 25382, 6]
[3232, 31693, 7, 41211, 9543, 14305, 15841, 11107, 22208, 23813, 41188, 39604, 6352, 26941, 17438, 22185]
[41212, 33272, 12708, 9512, 36438, 9544, 25447, 8, 30103, 25383, 34853, 28571, 7964, 39605, 15842, 17439]
[28520, 23768, 15843, 20618, 36449, 20594, 31702, 11122, 17440, 4777, 41213, 3233, 38047, 34854, 22221, 11108]
[28536, 17441, 11196, 12685, 25384, 14306, 23835, 6353, 15844, 9, 26942, 22222, 9545, 38048, 33291, 6359]
[23836, 20601, 19023, 20622, 10, 6372, 28537, 17463, 31703, 33292, 11123, 31694, 36453, 23775, 36439, 9558]
[22186, 31698, 41189, 28578, 11, 26946, 12709, 14319, 1626, 41214, 6373, 31704, 25448, 25385, 23776, 11197]
[39609, 23837, 1627, 17464, 15845, 3240, 11198, 26947, 31699, 9519, 3172, 28538, 20602, 36440, 25449, 41199]
[28579, 39610, 14320, 38076, 11229, 3241, 23838, 25395, 22223, 22187, 4785, 11232, 31705, 24, 19024, 20623]
[3173, 12710, 36454, 36450, 41215, 4786, 6374, 25450, 9520, 14321, 30104, 20603, 39611, 26948, 20624, 12686]
[12711, 31700, 7980, 11230, 15849, 23777, 38064, 14328, 41200, 25396, 25451, 34855, 39612, 31706, 23839, 28548]
[25, 11231, 36455, 23799, 30105, 3242, 33293, 6360, 36451, 31713, 22233, 28549, 23840, 7981, 9559, 3204]
[3243, 15850, 6399, 12712, 38065, 31714, 41201, 30106, 20628, 28580, 22234, 9560, 9521, 36452, 19025, 20607]
[20608, 41216, 25467, 9567, 22191, 25397, 3244, 28550, 1628, 6361, 31715, 38077, 23800, 15851, 28590, 3205]
[4787, 12690, 3245, 9522, 20609, 31707, 7982, 19032, 36495, 20629, 23856, 25422, 26955, 34856, 31722, 26]
[14329, 3264, 6362, 23801, 36465, 20619, 15852, 41223, 9568, 25468, 31708, 28551, 23857, 28591, 22192, 22235]
[12691, 39613, 25423, 36496, 38066, 19033, 9569, 36466, 15853, 3265, 23808, 41224, 31723, 14330, 9523, 23858]
[22236, 38073, 41225, 28552, 4791, 3266, 39614, 41205, 31709, 27, 6400, 6363, 23859, 12713, 20630, 26956]
[12692, 41206, 41235, 9524, 3206, 8001, 36497, 1632, 4792, 28, 38074, 38078, 6401, 36467, 12717, 23860]
[25469, 22237, 9528, 34863, 6364, 39615, 12718, 28592, 11233, 9633, 4793, 1633, 12699, 20620, 17465, 41236]
[12700, 29, 33294, 25473, 14361, 25424, 30107, 36468, 41207, 31724, 9529, 3213, 11234, 6365, 28593, 20637]
[33, 38127, 3279, 11251, 17520, 25437, 23809, 1634, 31716, 14362, 12701, 22193, 3214, 20638, 41237, 11235]
[36469, 41208, 20621, 3280, 38128, 34, 1644, 23861, 9530, 22238, 9634, 3215, 41238, 17521, 12719, 34864]
[20625, 35, 41239, 28553, 36498, 9635, 17522, 3281, 34865, 11236, 12723, 38129, 33295, 30108, 1645, 19034]
[12724, 19035, 1646, 23874, 28594, 9549, 3246, 8002, 34872, 14363, 25474, 11259, 6411, 31725, 15854, 25438]
[20626, 41240, 19036, 39616, 41209, 9550, 28595, 39, 14364, 8003, 12726, 38151, 22257, 17523, 11260, 38075]
[38152, 36499, 31717, 9636, 3247, 17524, 22197, 12727, 41241, 38079, 26957, 34873, 20627, 33296, 23875, 11261]
[30109, 8019, 6412, 19037, 23810, 41210, 12725, 31718, 4794, 38153, 20652, 17525, 20639, 36470, 11298, 12728]
[36471, 22258, 38080, 31726, 36500, 34874, 25475, 31719, 40, 23814, 6413, 30110, 9637, 20643, 15855, 19038]
[41242, 6435, 3282, 20644, 23876, 36510, 9638, 38163, 25479, 34887, 39617, 25439, 3248, 19039, 31720, 31727]
[20645, 36472, 6369, 31721, 41, 22259, 31737, 25480, 23815, 30111, 26970, 11237, 3255, 15856, 17526, 1650]
[38164, 25481, 8020, 12732, 38081, 15857, 17527, 31738, 28557, 25464, 6436, 4795, 42, 12729, 20646, 20653]
[38165, 33297, 6437, 12733, 1651, 15861, 20647, 36473, 11274, 14365, 28558, 23904, 19040, 34888, 31728, 28602]
[14366, 25465, 41217, 28603, 34889, 41243, 38097, 33298, 28559, 9669, 25509, 23905, 20654, 3256, 43, 30112]
[31729, 9551, 30113, 28566, 23906, 12730, 9670, 22290, 11299, 22198, 6438, 38098, 8021, 17528, 41277, 12734]
[3283, 36474, 12756, 6370, 4796, 1652, 22291, 31739, 36511, 34890, 15862, 3257, 41218, 8037, 11300, 12731]
[17529, 31749, 30117, 22292, 9671, 33299, 41219, 28604, 12757, 38166, 3261, 31730, 20655, 26971, 36512, 12753]
