[4777, 30099, 14286, 23790, 39600, 36432, 22179, 11088, 1593, 33264, 25359, 31680, 41184, 12696, 6354, 28515]
[38022, 11089, 41190, 14287, 6345, 39601, 9507, 20592, 28533, 1594, 15840, 36433, 4785, 41185, 19008, 28516]
[12697, 38016, 39602, 41191, 9508, 20604, 3198, 4786, 23763, 31686, 33265, 19009, 28517, 22182, 31098, 12672]
[38023, 6355, 19010, 11100, 25392, 12673, 38017, 3, 3168, 6346, 26931, 30100, 34848, 23764, 28534, 9509]
[30101, 41192, 33266, 36435, 3169, 36434, 11090, 34849, 38024, 20593, 39603, 19011, 31681, 28518, 31687, 7944]
[3199, 11101, 15841, 22180, 9516, 39604, 28535, 38028, 20605, 41186, 31688, 28519, 41193, 26932, 12674, 4]
[1595, 11106, 22183, 36438, 11102, 12698, 17433, 3200, 20606, 12675, 7945, 4787, 33270, 22181, 14288, 31099]
[31701, 28569, 36439, 23791, 4791, 28520, 33271, 6356, 23765, 11107, 22185, 11118, 38029, 12676, 30102, 3216]
[17434, 41194, 20594, 14304, 38030, 20616, 28536, 23766, 31100, 39605, 31682, 3170, 19012, 36436, 1602, 28570]
[22186, 36440, 38046, 14305, 12677, 11108, 26933, 20601, 9517, 20617, 31702, 38018, 22184, 7946, 6357, 33272]
[17435, 38047, 33291, 23792, 15842, 41195, 34850, 9510, 3171, 11196, 38076, 23767, 26940, 20602, 25393, 12684]
[41211, 4792, 6358, 28537, 17436, 23768, 22187, 38077, 11197, 34851, 36450, 22206, 12708, 15843, 39609, 20603]
[9518, 5, 9511, 23775, 34852, 25360, 31703, 20618, 39610, 20607, 4793, 26941, 23811, 1603, 6347, 28571]
[11119, 19013, 38078, 11198, 12685, 33292, 6, 41187, 22207, 31689, 25361, 28578, 22191, 9525, 39611, 15844]
[20608, 25380, 34853, 19023, 6359, 12686, 15845, 1604, 39612, 28538, 6351, 7962, 17437, 41188, 11120, 30103]
[11232, 7, 39613, 4794, 6352, 6360, 12709, 26942, 22208, 36451, 36437, 38127, 9526, 38048, 33293, 31704]
[25394, 34854, 38128, 8, 36452, 31705, 41189, 25381, 20609, 17438, 23812, 14306, 19024, 38064, 11233, 6361]
[36447, 28548, 4795, 15849, 25446, 41199, 9512, 12690, 30104, 22192, 36495, 6362, 25382, 20622, 28579, 14319]
[12691, 19025, 3172, 39614, 7963, 28580, 9, 30105, 23813, 25383, 31706, 28549, 31690, 9527, 4796, 23776]
[34855, 33294, 17439, 1626, 31707, 41212, 25447, 11121, 3173, 23777, 36448, 28590, 22221, 38129, 20619, 4797]
[28591, 3204, 31708, 34856, 1627, 38151, 12710, 41200, 9519, 25448, 39615, 15850, 22193, 12692, 36449, 10]
[23835, 12699, 17440, 31709, 25449, 28592, 14320, 3217, 39616, 36453, 6353, 36496, 19032, 1628, 12711, 15851]
[39617, 9543, 38152, 11234, 14321, 30106, 11, 22222, 4798, 20620, 33295, 11122, 34863, 9520, 28550, 15852]
[19033, 11251, 17441, 34864, 12700, 15853, 6363, 24, 31691, 6372, 3218, 9544, 36454, 26946, 38153, 38065]
[39618, 19034, 3231, 14328, 28551, 30107, 26947, 17463, 12701, 3205, 4799, 31692, 34865, 41213, 9545, 36455]
[38163, 9558, 41214, 30108, 14329, 25384, 7964, 19035, 39619, 6373, 41201, 11259, 25450, 25, 38066, 3232]
[20623, 34872, 30109, 41215, 25385, 12712, 12726, 3233, 31693, 11123, 19036, 7980, 25451, 4806, 38073, 9521]
[26948, 6364, 1632, 19037, 26, 41216, 25395, 20621, 14330, 4807, 38074, 23836, 28593, 33296, 36497, 12727]
[4808, 1633, 25396, 11260, 7981, 33297, 22223, 31694, 3206, 30110, 41205, 6365, 12713, 11229, 41223, 15854]
[12728, 19038, 23799, 34873, 41224, 20624, 1634, 4815, 17464, 36498, 9559, 38075, 39620, 26955, 14361, 38164]
[11261, 17465, 26956, 31716, 23837, 7982, 20628, 3240, 20625, 41225, 36465, 12732, 3213, 38079, 6374, 12717]
[9522, 11298, 31717, 4816, 36499, 20626, 17520, 22197, 33298, 36466, 14362, 3241, 39621, 9560, 27, 28552]
[36500, 41206, 38165, 19039, 30111, 3214, 6399, 23838, 25397, 4817, 34874, 41235, 12718, 33299, 22233, 38080]
[36467, 30112, 41207, 34887, 33300, 22198, 8001, 6369, 15855, 14363, 23800, 19040, 11230, 3242, 38166, 39622]
[41236, 28, 9567, 23839, 20627, 25467, 25422, 38167, 31718, 36468, 6370, 14364, 39623, 38081, 41208, 28594]
[33301, 9568, 12733, 1644, 8002, 26957, 38168, 38097, 11231, 31719, 4818, 25423, 20629, 20652, 23840, 19041]
[8003, 41209, 30113, 31720, 36469, 11235, 22199, 12719, 23801, 6371, 20653, 28595, 20630, 38098, 11299, 12734]
[3215, 28553, 4819, 20637, 11300, 31721, 6375, 12756, 25468, 41210, 38172, 28602, 33302, 6400, 22234, 36470]
[6401, 41217, 11301, 22203, 25469, 25424, 17521, 22235, 28603, 20638, 36510, 11236, 19042, 31728, 26970, 23808]
[9569, 26971, 19043, 14365, 8019, 38173, 20654, 11302, 25437, 6376, 39624, 11237, 29, 1645, 30117, 12723]
[28604, 3243, 22204, 31729, 33312, 39625, 25438, 9523, 28557, 17522, 23809, 41218, 14366, 6377, 33, 22236]
[38099, 11303, 25473, 11274, 8020, 17523, 12724, 4820, 22237, 25439, 36511, 31698, 30118, 23856, 12757, 38174]
[3246, 25474, 9524, 38178, 41237, 19059, 41219, 28558, 6378, 6411, 38100, 20639, 28623, 4830, 23810, 22238]
[14367, 9528, 12725, 25475, 1646, 28624, 23814, 39626, 28559, 33313, 20643, 26972, 36471, 8021, 31730, 23857]
[12758, 36512, 30119, 22205, 26976, 39627, 9529, 31699, 28566, 1650, 34, 25464, 3244, 15856, 19060, 11304]
[9530, 1651, 36513, 4831, 12729, 12759, 22209, 20655, 9633, 41220, 41238, 11275, 28567, 31700, 26977, 23858]
